handle,amazon_title,asin,review_count,verdict,reason
2002-2005-dodge-ram-1500-2500-3500-rivet-mesh-grille-matte-black,"Matte Black RVT Rivet Bolt Steel Mesh Front Hood Bumper Grill Grille Guard ABS Compatible With 02-05 Dodge Ram 1500/03-05 2500 3500",B081W2L83J,1,KEEP,Part type matches (rivet bolt steel mesh front grille / matte black). Vehicle and year range match. Review confirms straightforward 30-min Ram install. New handle not in cycle 14BD audit.
2005-2018-toyota-tacoma-double-cab-modular-step-bars-matte-black,"Matte Black Hoop Drop Step Side Nerf Bars Rail Running Boards v2 Compatible with 05-22 Toyota Tacoma Double (Crew) Cab",B082QSVSKT,1,NEEDS_REMAP,HANDLE YEAR TRUNCATED: Handle says 2005-2018; ASIN covers 2005-2022 Tacoma Double Cab. Handle omits 2019-2022 3rd-gen Tacoma (which shares the same bracket geometry as 2016-2018). A buyer with a 2019-2022 Tacoma finds no matching listing even though the product fits. Not a wrong-product issue but a coverage gap that costs sales and may cause buyers to buy competitor products. Extend handle year to 2022 to match ASIN. Fuzzy score 0.52.
2009-2014-ford-f-150-supercrew-4-step-bars-black-sbfd5003-4s,"Stehlen 642167818991 Compatible with 2009-2014 Ford F150 SuperCrew (Crew) Cab Hoop Drop Step Side Nerf Bars Rail Running Boards v2 - Matte Black",B083ZLMQYM,1,KEEP,Part type matches (hoop drop step nerf bars / matte black). Vehicle and cab type match exactly (F-150 SuperCrew 09-14). Stehlen part number confirms SKU. Review confirms F-150 install. Fuzzy score 0.55. New handle not in cycle 14BD audit.
2017-2022-ford-super-duty-crew-cab-4-side-step-bars-matte-black,"Stehlen 642167819011 Compatible with 2015-2022 Ford F150 / 2017-2022 F250 F350 F450 F550 Superduty Super (Extended) Cab Hoop Drop Step Side Nerf Bars Rail Running Boards v2 - Matte Black for",B083ZN7JYB,1,NEEDS_REMAP,CAB TYPE MISMATCH: Handle says Crew Cab; ASIN explicitly covers Super (Extended) Cab — these are different cab types with different door counts and different bracket geometry. A Crew Cab buyer expecting crew-cab fitment receives extended-cab brackets that will not align with the Crew Cab's rear door frame. Also ASIN covers 2015-2022 F-150 while handle starts 2017 — omits 2015-2016 F-150 Super Cab fitment. Fuzzy score 0.43. Correct handle cab type to Super-Extended-Cab or source the Crew Cab ASIN.
2013-2022-ram-1500-honeycomb-rebel-style-front-grille-matte-black,"Stehlen 642167821885 Compatible With 2013-2018 Ram 1500/2019-2024 Classic Rebel Honeycomb Mesh Front Hood Bumper Grille - Matte Black",B085Q54ZKD,1,KEEP,Part type matches (honeycomb Rebel-style front grille / matte black). ASIN covers 2013-2018 DS-gen and 2019-2024 Classic; handle says 2013-2022. DT Classic ran through MY2021 so 2022 is a 1-year overshoot but not a different part. Stehlen part number confirms SKU. Review confirms 2019 Ram 1500 Classic install. Carry-over from cycle 14BD audit — verdict unchanged.
2004-2008-ford-f-150-front-grille-matte-black-mesh-style,"Stehlen 642167820840 Compatible With 2004-2008 Ford F150 Mesh Front Hood Bumper Grille - Glossy Black",B088CSF44N,1,NEEDS_REMAP,FINISH MISMATCH: Handle slug says matte-black; ASIN title says Glossy Black. These are separate Stehlen SKUs (different part numbers). A matte-black buyer receives a glossy-black grille. Stehlen part number in ASIN confirms this is the 642167820840 glossy-black SKU. Correct handle slug to glossy-black or remap to the matte-black ASIN. Vehicle and year range (04-08 F-150) match.
2013-2019-ford-escape-class-3-trailer-hitch-black-mpn-13186,"Class 3 III Black 2"" Receiver Tube Rear Bumper Trailer Tow Hitch Towing Mount Compatible with 13-19 Ford Escape S",B08LR7DW5R,1,DROP,ACTIVE FITMENT FAILURE DOCUMENTED IN REVIEW: ASIN title claims 13-19 Ford Escape S. The single review explicitly states buyer ordered for a 2017 Escape; the physical paperwork in the box states coverage up to 2016 only; the hitch is 1/2-inch too short for 2017 fitment. The ASIN listing and the shipped product specifications disagree. Displaying this review on the PDP is FTC-problematic because it documents a fitment failure for a year range that the ASIN title claims to cover. Additionally ASIN suffix S means base-trim-only — handle implies all Escape trims 2013-2019. Do not publish until correct ASIN confirmed to cover 2017+.
06-09-dodge-ram-black-crystal-headlights-sequential-led-turn-signal,"Topline_autopart Switchback Sequential LED Strip Tube Bar Black Housing Crystal Headlights Signal Lamps Amber Reflector nb Compatible With 06-08 Dodge Ram 1500/06-09 2500 3500",B0B7QCZX36,1,NEEDS_REMAP,THIRD-PARTY BRAND IN ASIN TITLE: ASIN B0B7QCZX36 title begins Topline_autopart — this is not a Stehlen-branded product. Displaying Stehlen-site reviews for a Topline_autopart ASIN creates a brand-ownership ambiguity and potential FTC attribution issue. Part type (sequential LED crystal headlights / black housing), vehicle (06-08 Ram 1500 / 06-09 2500/3500), and finish otherwise match the handle. Verify that B0B7QCZX36 is a Stehlen-sold ASIN under Topline sub-brand or remap to the Stehlen-branded headlight ASIN before publishing.
06-11-honda-civic-4dr-crystal-headlights-led-light-bar-black-jdma,"DRL LED Strip Tube Bar Black Housing Crystal Headlights Signal Lamps Amber Reflector nb Compatible With 06-11 Honda Civic 4 Door Sedan",B0B7QQW48F,1,KEEP,Part type matches (DRL LED strip crystal headlights / black housing). Vehicle and year range match exactly (06-11 Honda Civic 4-door sedan). Review confirms quality satisfaction. New handle not in cycle 14BD audit.
2021-2023-ford-f150-badgeless-front-grille-w-led-light-bar-black,"Molded Black Front + Rear Side Fender Mud Flaps Splash Guards 4 Pieces Compatible with 2021-2023 Ford F150",B0BRDK5S8X,1,DROP,WRONG PART TYPE: Handle = badgeless front grille with LED light bar. ASIN = molded fender mud flaps / splash guards (4-piece set). Grilles and mud flaps are entirely different product categories with different attachment points. Review confirms mud flap install with detailed drilling note — review explicitly describes mud flap fitment on a 2024 F-150 (outside handle year range too). Vehicle year (2021-2023 F-150) is the only overlap; part type is completely wrong. Fuzzy score 0.47.
